index,SKU,BANK_NAME,MTG_PRODUCT_SUBTITLE,MTG_PRODUCT_TYPE_RAW,MTG_PRODUCT_TYPE,MTG_PRODUCT_YEARS,MTG_INITIAL_RATE_PCT,MTG_APR_PCT,MTG_REVERT_RATE,MTG_FEES_TOTAL,MTG_INITIAL_RATE_MONTHS,SCAN_DATE,TID
0,3739342,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.69,7.7,7.24,630.0,60,2022-10-16 06:42:26,483184
1,3738960,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.34,8.0,7.35,2347.0,24,2022-10-16 06:42:26,483185
2,3739028,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.49,7.9,7.35,108.0,24,2022-10-16 06:42:26,483186
3,3738961,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.94,8.6,7.35,2347.0,60,2022-10-16 06:42:26,483187
4,3739020,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,9.09,8.6,7.55,108.0,60,2022-10-16 06:42:26,483188
5,3738949,Kensington Mortgages,Remortgage,10 year fixed,fixed,25,9.59,9.7,7.35,2347.0,120,2022-10-16 06:42:26,483189
6,3552098,Loughborough Building Society,Remortgage,2 year discounted,discounted,25,3.09,5.5,5.89,115.0,24,2022-10-16 06:42:26,483190
7,3696622,Loughborough Building Society,Remortgage,2 year discounted,discounted,25,3.19,5.5,5.89,115.0,24,2022-10-16 06:42:26,483191
8,3552100,Loughborough Building Society,Remortgage,3 year discounted,discounted,25,3.54,5.4,5.89,115.0,36,2022-10-16 06:42:26,483192
9,3638065,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,3.64,6.2,6.49,1400.0,24,2022-10-16 06:42:26,483193
10,3742385,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,3.99,6.3,6.49,1400.0,24,2022-10-16 06:42:26,483194
11,3742387,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,4.05,6.3,6.49,1274.0,24,2022-10-16 06:42:26,483195
12,3551873,Monmouthshire Building Society,Remortgage,2 year discounted,discounted,25,4.29,6.3,6.49,999.0,24,2022-10-16 06:42:26,483196
13,3690474,Ecology Building Society,Remortgage,Lifetime variable,variable,25,5.24,5.4,,590.0,300,2022-10-16 06:42:26,483197
14,3754258,Vida Homeloans,Remortgage,2 year variable,variable,25,5.59,6.8,6.64,2695.0,24,2022-10-16 06:42:26,483198
15,3754261,Vida Homeloans,Remortgage,2 year variable,variable,25,5.79,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483199
16,3754259,Vida Homeloans,Remortgage,2 year variable,variable,25,5.99,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483200
17,3754260,Vida Homeloans,Remortgage,2 year variable,variable,25,6.04,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483201
18,3754262,Vida Homeloans,Remortgage,2 year variable,variable,25,6.19,7.0,6.64,2695.0,24,2022-10-16 06:42:26,483202
19,3754263,Vida Homeloans,Remortgage,2 year variable,variable,25,6.24,7.0,6.64,2695.0,24,2022-10-16 06:42:26,483203
20,1000720903,Clydesdale Bank,Remortgage,5 year fixed,fixed,25,6.7,6.9,6.6,1234.0,62,2022-10-16 06:42:26,483204
21,1000720950,Yorkshire Bank,Remortgage,5 year fixed,fixed,25,6.7,6.9,6.6,1234.0,62,2022-10-16 06:42:26,483205
22,3755722,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.73,7.5,7.25,3335.0,62,2022-10-16 06:42:26,483206
23,1000720906,Clydesdale Bank,Remortgage,2 year fixed,fixed,25,6.8,6.9,6.6,1234.0,26,2022-10-16 06:42:26,483207
24,1000720983,Yorkshire Bank,Remortgage,2 year fixed,fixed,25,6.8,6.9,6.6,1234.0,26,2022-10-16 06:42:26,483208
25,3739341,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.19,7.7,7.24,2880.0,60,2022-10-16 06:42:26,483209
26,3744905,Precise Mortgages,Remortgage,5 year fixed,fixed,25,7.24,7.6,7.0,2834.0,60,2022-10-16 06:42:26,483210
27,3745078,Kent Reliance,Remortgage,5 year fixed,fixed,25,7.24,7.0,5.74,5025.0,60,2022-10-16 06:42:26,483211
28,3744914,Precise Mortgages,Remortgage,5 year fixed,fixed,25,7.34,7.6,7.0,2834.0,60,2022-10-16 06:42:26,483212
29,3739347,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.39,7.7,7.24,2125.0,60,2022-10-16 06:42:26,483213
30,3739358,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.44,7.8,7.24,2540.0,60,2022-10-16 06:42:26,483214
31,3744906,Precise Mortgages,Remortgage,5 year fixed,fixed,25,7.44,7.7,7.0,2834.0,60,2022-10-16 06:42:26,483215
32,3745079,Kent Reliance,Remortgage,5 year fixed,fixed,25,7.44,7.0,5.74,3525.0,60,2022-10-16 06:42:26,483216
33,3739361,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.54,7.8,7.24,2715.0,60,2022-10-16 06:42:26,483217
34,3744904,Precise Mortgages,Remortgage,5 year fixed,fixed,25,7.54,7.7,7.0,2834.0,60,2022-10-16 06:42:26,483218
35,3739342,Foundation Home Loans,Remortgage,5 year fixed,fixed,25,7.69,7.7,7.24,630.0,60,2022-10-16 06:42:26,483219
36,3738950,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,7.99,7.9,7.35,2347.0,24,2022-10-16 06:42:26,483220
37,3739294,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.18,8.0,7.35,2572.0,24,2022-10-16 06:42:26,483221
38,3738951,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.19,8.0,7.35,2598.0,24,2022-10-16 06:42:26,483222
39,3738956,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.22,7.9,6.75,2347.0,60,2022-10-16 06:42:26,483223
40,3738960,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.34,8.0,7.35,2347.0,24,2022-10-16 06:42:26,483224
41,3739296,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.39,8.0,6.75,2572.0,60,2022-10-16 06:42:26,483225
42,3739028,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.49,7.9,7.35,108.0,24,2022-10-16 06:42:26,483226
43,3739017,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.54,7.9,7.35,108.0,24,2022-10-16 06:42:26,483227
44,3739295,Kensington Mortgages,Remortgage,2 year fixed,fixed,25,8.59,8.1,7.35,2823.0,24,2022-10-16 06:42:26,483228
45,3738955,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.69,8.1,6.75,2598.0,60,2022-10-16 06:42:26,483229
46,3739297,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.89,8.3,6.75,2823.0,60,2022-10-16 06:42:26,483230
47,3738961,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.94,8.6,7.35,2347.0,60,2022-10-16 06:42:26,483231
48,3739018,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,8.99,8.1,6.75,108.0,60,2022-10-16 06:42:26,483232
49,3739020,Kensington Mortgages,Remortgage,5 year fixed,fixed,25,9.09,8.6,7.55,108.0,60,2022-10-16 06:42:26,483233
50,3738949,Kensington Mortgages,Remortgage,10 year fixed,fixed,25,9.59,9.7,7.35,2347.0,120,2022-10-16 06:42:26,483234
51,3712081,Bath Building Society,Remortgage,2 year discounted,discounted,25,2.99,5.9,6.29,1354.0,24,2022-10-16 06:42:26,483235
52,3700860,The Mortgage Works,Remortgage,2 year tracker,tracker,25,2.99,6.3,6.74,2385.0,25,2022-10-16 06:42:26,483236
53,3552098,Loughborough Building Society,Remortgage,2 year discounted,discounted,25,3.09,5.5,5.89,115.0,24,2022-10-16 06:42:26,483237
54,3700907,The Mortgage Works,Remortgage,2 year tracker,tracker,25,3.09,6.3,6.74,2105.0,25,2022-10-16 06:42:26,483238
55,3696622,Loughborough Building Society,Remortgage,2 year discounted,discounted,25,3.19,5.5,5.89,115.0,24,2022-10-16 06:42:26,483239
56,1000722514,Platform,Remortgage,2 year tracker,tracker,25,3.24,5.3,5.49,1049.0,24,2022-10-16 06:42:26,483240
57,3680678,Leek United Building Society,Remortgage,2 year discounted,discounted,25,3.3,6.0,6.39,1100.0,24,2022-10-16 06:42:26,483241
58,3700861,The Mortgage Works,Remortgage,2 year tracker,tracker,25,3.44,6.3,6.74,390.0,25,2022-10-16 06:42:26,483242
59,3742384,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,3.45,6.2,6.49,1400.0,24,2022-10-16 06:42:26,483243
60,3482328,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,3.53,6.3,6.59,1868.0,24,2022-10-16 06:42:26,483244
61,3482325,The Mansfield Building Society,Remortgage,3 year discounted,discounted,25,3.53,6.0,6.59,1868.0,36,2022-10-16 06:42:26,483245
62,3552100,Loughborough Building Society,Remortgage,3 year discounted,discounted,25,3.54,5.4,5.89,115.0,36,2022-10-16 06:42:26,483246
63,3700908,The Mortgage Works,Remortgage,2 year tracker,tracker,25,3.64,6.3,6.74,110.0,25,2022-10-16 06:42:26,483247
64,3638065,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,3.64,6.2,6.49,1400.0,24,2022-10-16 06:42:26,483248
65,3694919,Darlington Building Society,Remortgage,2 year discounted,discounted,25,3.69,5.6,5.74,1374.0,24,2022-10-16 06:42:26,483249
66,3739535,Leek United Building Society,Remortgage,2 year discounted,discounted,25,3.7,6.0,6.39,105.0,24,2022-10-16 06:42:26,483250
67,3755726,Fleet Mortgages,Remortgage,Lifetime tracker,tracker,25,3.9,4.2,,3435.0,300,2022-10-16 06:42:26,483251
68,3742385,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,3.99,6.3,6.49,1400.0,24,2022-10-16 06:42:26,483252
69,3683399,Paragon,Remortgage,2 year discounted,discounted,25,3.99,6.8,7.1,2089.0,24,2022-10-16 06:42:26,483253
70,3743156,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,3.99,7.0,7.24,2880.0,24,2022-10-16 06:42:26,483254
71,3694917,Darlington Building Society,Remortgage,3 year discounted,discounted,25,3.99,5.5,5.74,1025.0,36,2022-10-16 06:42:26,483255
72,3755727,Fleet Mortgages,Remortgage,Lifetime tracker,tracker,25,4.0,4.3,,3435.0,300,2022-10-16 06:42:26,483256
73,3742387,Chorley & District Building Society,Remortgage,2 year discounted,discounted,25,4.05,6.3,6.49,1274.0,24,2022-10-16 06:42:26,483257
74,3683398,Paragon,Remortgage,2 year discounted,discounted,25,4.09,6.8,7.1,2089.0,24,2022-10-16 06:42:26,483258
75,3755745,Fleet Mortgages,Remortgage,Lifetime tracker,tracker,25,4.15,4.5,,4035.0,300,2022-10-16 06:42:26,483259
76,3744071,Buckinghamshire Building Society,Remortgage,2 year discounted,discounted,25,4.19,6.7,6.89,1505.0,24,2022-10-16 06:42:26,483260
77,3187086,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,4.19,6.5,6.59,2249.0,24,2022-10-16 06:42:26,483261
78,3739350,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.19,7.1,7.24,3345.0,24,2022-10-16 06:42:26,483262
79,3739030,Buckinghamshire Building Society,Remortgage,3 year discounted,discounted,25,4.19,6.4,6.89,1505.0,36,2022-10-16 06:42:26,483263
80,3743168,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.24,7.1,7.24,3295.0,24,2022-10-16 06:42:26,483264
81,3756666,Fleet Mortgages,Remortgage,Lifetime tracker,tracker,25,4.25,4.6,,4035.0,300,2022-10-16 06:42:26,483265
82,3551873,Monmouthshire Building Society,Remortgage,2 year discounted,discounted,25,4.29,6.3,6.49,999.0,24,2022-10-16 06:42:26,483266
83,3743180,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.34,7.1,7.24,2880.0,24,2022-10-16 06:42:26,483267
84,3459087,Barclays,Remortgage,2 year tracker,tracker,25,4.35,6.5,6.74,115.0,24,2022-10-16 06:42:26,483268
85,3739029,Buckinghamshire Building Society,Remortgage,2 year discounted,discounted,25,4.35,6.7,6.89,1505.0,24,2022-10-16 06:42:26,483269
86,3552057,Teachers Building Society,Remortgage,2 year discounted,discounted,25,4.39,7.0,7.39,110.0,24,2022-10-16 06:42:26,483270
87,3187096,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,4.39,6.5,6.59,2068.0,24,2022-10-16 06:42:26,483271
88,3551945,Monmouthshire Building Society,Remortgage,2 year discounted,discounted,25,4.49,6.4,6.49,1390.0,24,2022-10-16 06:42:26,483272
89,3747778,Buckinghamshire Building Society,Remortgage,3 year discounted,discounted,25,4.49,6.5,6.89,1505.0,36,2022-10-16 06:42:26,483273
90,3187024,The Mansfield Building Society,Remortgage,3 year discounted,discounted,25,4.49,6.3,6.59,2368.0,36,2022-10-16 06:42:26,483274
91,3187093,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,4.53,6.4,6.59,374.0,24,2022-10-16 06:42:26,483275
92,3533556,Swansea Building Society,Remortgage,Lifetime variable,variable,25,4.55,4.9,,3124.0,300,2022-10-16 06:42:26,483276
93,3563417,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,4.58,6.5,6.59,2068.0,24,2022-10-16 06:42:26,483277
94,3653170,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.64,7.2,7.24,3345.0,24,2022-10-16 06:42:26,483278
95,3739352,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.69,7.2,7.24,3345.0,24,2022-10-16 06:42:26,483279
96,3187088,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,4.73,6.5,6.59,1174.0,24,2022-10-16 06:42:26,483280
97,3739420,Foundation Home Loans,Remortgage,2 year discounted,discounted,25,4.74,7.2,7.24,3345.0,24,2022-10-16 06:42:26,483281
98,2504796,Teachers Building Society,Remortgage,2 year discounted,discounted,25,4.89,7.2,7.39,1333.0,24,2022-10-16 06:42:26,483282
99,3742276,Buckinghamshire Building Society,Remortgage,3 year discounted,discounted,25,4.89,6.6,6.89,1505.0,36,2022-10-16 06:42:26,483283
100,3551947,Monmouthshire Building Society,Remortgage,2 year discounted,discounted,25,4.99,6.5,6.49,1390.0,24,2022-10-16 06:42:26,483284
101,3746105,Keystone Property Finance,Remortgage,Lifetime tracker,tracker,25,5.0,5.4,,3620.0,300,2022-10-16 06:42:26,483285
102,3747569,Barclays,Remortgage,2 year fixed,fixed,25,5.1,6.8,6.74,2610.0,25,2022-10-16 06:42:26,483286
103,3742755,The Mortgage Works,Remortgage,2 year fixed,fixed,25,5.14,7.0,6.74,4890.0,25,2022-10-16 06:42:26,483287
104,3563419,The Mansfield Building Society,Remortgage,2 year discounted,discounted,25,5.18,6.6,6.59,2068.0,24,2022-10-16 06:42:26,483288
105,3690474,Ecology Building Society,Remortgage,Lifetime variable,variable,25,5.24,5.4,,590.0,300,2022-10-16 06:42:26,483289
106,3746107,Keystone Property Finance,Remortgage,Lifetime tracker,tracker,25,5.25,5.7,,3840.0,300,2022-10-16 06:42:26,483290
107,3742762,The Mortgage Works,Remortgage,2 year fixed,fixed,25,5.29,7.0,6.74,4610.0,25,2022-10-16 06:42:26,483291
108,3742757,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.39,6.7,6.74,4890.0,61,2022-10-16 06:42:26,483292
109,3746113,Keystone Property Finance,Remortgage,Lifetime tracker,tracker,25,5.4,5.8,,3620.0,300,2022-10-16 06:42:26,483293
110,3742257,Metro Bank,Remortgage,2 year fixed,fixed,25,5.49,6.0,5.75,1715.0,24,2022-10-16 06:42:26,483294
111,3742764,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.49,6.7,6.74,4610.0,61,2022-10-16 06:42:26,483295
112,3551949,Monmouthshire Building Society,Remortgage,Lifetime discounted,discounted,25,5.49,5.7,,1130.0,300,2022-10-16 06:42:26,483296
113,3742758,The Mortgage Works,Remortgage,2 year fixed,fixed,25,5.54,7.0,6.74,4610.0,25,2022-10-16 06:42:26,483297
114,3745349,NatWest,Remortgage,5 year fixed,fixed,25,5.54,5.4,4.99,1025.0,64,2022-10-16 06:42:26,483298
115,3746147,RBS,Remortgage,5 year fixed,fixed,25,5.54,5.4,4.99,1025.0,64,2022-10-16 06:42:26,483299
116,3747676,HSBC,Remortgage,5 year fixed,fixed,25,5.54,5.6,5.1,1999.0,65,2022-10-16 06:42:26,483300
117,3742760,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.54,6.7,6.74,4610.0,61,2022-10-16 06:42:26,483301
118,3742258,Metro Bank,Remortgage,2 year fixed,fixed,25,5.59,6.0,5.75,1585.0,24,2022-10-16 06:42:26,483302
119,3754258,Vida Homeloans,Remortgage,2 year variable,variable,25,5.59,6.8,6.64,2695.0,24,2022-10-16 06:42:26,483303
120,3745340,NatWest,Remortgage,5 year fixed,fixed,25,5.59,5.5,4.99,1025.0,64,2022-10-16 06:42:26,483304
121,3746138,RBS,Remortgage,5 year fixed,fixed,25,5.59,5.5,4.99,1025.0,64,2022-10-16 06:42:26,483305
122,3747558,Barclays,Remortgage,2 year fixed,fixed,25,5.63,6.8,6.74,1910.0,25,2022-10-16 06:42:26,483306
123,3746115,Keystone Property Finance,Remortgage,Lifetime tracker,tracker,25,5.65,6.1,,3840.0,300,2022-10-16 06:42:26,483307
124,3746121,Keystone Property Finance,Remortgage,Lifetime tracker,tracker,25,5.7,6.1,,3620.0,300,2022-10-16 06:42:26,483308
125,3747673,HSBC,Remortgage,5 year fixed,fixed,25,5.74,5.5,5.1,0.0,65,2022-10-16 06:42:26,483309
126,3754261,Vida Homeloans,Remortgage,2 year variable,variable,25,5.79,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483310
127,3745341,NatWest,Remortgage,5 year fixed,fixed,25,5.84,5.5,4.99,30.0,64,2022-10-16 06:42:26,483311
128,3746139,RBS,Remortgage,5 year fixed,fixed,25,5.84,5.5,4.99,30.0,64,2022-10-16 06:42:26,483312
129,3732121,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.84,6.7,6.74,2385.0,61,2022-10-16 06:42:26,483313
130,3744753,Coventry Building Society,Remortgage,5 year fixed,fixed,25,5.85,5.6,4.89,2007.0,66,2022-10-16 06:42:26,483314
131,3732141,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.89,6.7,6.74,2105.0,61,2022-10-16 06:42:26,483315
132,3732142,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.94,6.7,6.74,1105.0,61,2022-10-16 06:42:26,483316
133,3747656,Accord Mortgages,Remortgage,5 year fixed,fixed,25,5.94,6.0,5.39,2585.0,64,2022-10-16 06:42:26,483317
134,1000721859,Nottingham Building Society,Remortgage,2 year fixed,fixed,25,5.95,6.8,6.54,2024.0,26,2022-10-16 06:42:26,483318
135,3744760,Coventry Building Society,Remortgage,5 year fixed,fixed,25,5.95,5.7,4.89,2007.0,66,2022-10-16 06:42:26,483319
136,3747654,Accord Mortgages,Remortgage,5 year fixed,fixed,25,5.97,5.9,5.39,1585.0,64,2022-10-16 06:42:26,483320
137,3754259,Vida Homeloans,Remortgage,2 year variable,variable,25,5.99,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483321
138,3732131,The Mortgage Works,Remortgage,5 year fixed,fixed,25,5.99,6.7,6.74,1105.0,61,2022-10-16 06:42:26,483322
139,3757376,Virgin Money,Remortgage,5 year fixed,fixed,25,5.99,6.3,6.19,1025.0,63,2022-10-16 06:42:26,483323
140,3742259,Metro Bank,Remortgage,5 year fixed,fixed,25,5.99,6.3,5.75,3215.0,60,2022-10-16 06:42:26,483324
141,1000720988,Clydesdale Bank,Remortgage,5 year fixed,fixed,25,6.0,6.7,6.6,2234.0,62,2022-10-16 06:42:26,483325
142,3745347,NatWest,Remortgage,2 year fixed,fixed,25,6.02,5.4,4.99,1025.0,28,2022-10-16 06:42:26,483326
143,3746145,RBS,Remortgage,2 year fixed,fixed,25,6.02,5.4,4.99,1025.0,28,2022-10-16 06:42:26,483327
144,3754260,Vida Homeloans,Remortgage,2 year variable,variable,25,6.04,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483328
145,3732123,The Mortgage Works,Remortgage,5 year fixed,fixed,25,6.04,6.6,6.74,390.0,61,2022-10-16 06:42:26,483329
146,3746047,TSB,Remortgage,5 year fixed,fixed,25,6.04,6.6,6.59,995.0,62,2022-10-16 06:42:26,483330
147,3754698,Santander,Remortgage,5 year fixed,fixed,25,6.04,6.0,5.5,1724.0,62,2022-10-16 06:42:26,483331
148,3745336,NatWest,Remortgage,2 year fixed,fixed,25,6.07,5.4,4.99,1025.0,28,2022-10-16 06:42:26,483332
149,3746134,RBS,Remortgage,2 year fixed,fixed,25,6.07,5.4,4.99,1025.0,28,2022-10-16 06:42:26,483333
150,3754693,Santander,Remortgage,2 year fixed,fixed,25,6.09,5.9,5.5,1724.0,26,2022-10-16 06:42:26,483334
151,3754264,Vida Homeloans,Remortgage,2 year variable,variable,25,6.09,6.9,6.64,2695.0,24,2022-10-16 06:42:26,483335
152,3732143,The Mortgage Works,Remortgage,5 year fixed,fixed,25,6.09,6.6,6.74,110.0,61,2022-10-16 06:42:26,483336
153,3755077,Virgin Money,Remortgage,5 year fixed,fixed,25,6.09,6.4,6.19,1025.0,63,2022-10-16 06:42:26,483337
154,3742260,Metro Bank,Remortgage,5 year fixed,fixed,25,6.09,6.3,5.75,3085.0,60,2022-10-16 06:42:26,483338
155,3712046,Paragon,Remortgage,1 year discounted,discounted,25,6.1,7.3,7.1,589.0,12,2022-10-16 06:42:26,483339
156,3747653,Accord Mortgages,Remortgage,5 year fixed,fixed,25,6.12,5.9,5.39,1085.0,64,2022-10-16 06:42:26,483340
157,3732116,The Mortgage Works,Remortgage,2 year fixed,fixed,25,6.14,7.0,6.74,2385.0,25,2022-10-16 06:42:26,483341
158,3744755,Coventry Building Society,Remortgage,5 year fixed,fixed,25,6.15,5.6,4.89,8.0,66,2022-10-16 06:42:26,483342
159,3757374,Virgin Money,Remortgage,2 year fixed,fixed,25,6.19,6.4,6.19,1025.0,27,2022-10-16 06:42:26,483343
160,3747640,Accord Mortgages,Remortgage,2 year fixed,fixed,25,6.19,5.9,5.39,2585.0,28,2022-10-16 06:42:26,483344
161,3754262,Vida Homeloans,Remortgage,2 year variable,variable,25,6.19,7.0,6.64,2695.0,24,2022-10-16 06:42:26,483345
162,3754701,Santander,Remortgage,5 year fixed,fixed,25,6.19,6.0,5.5,225.0,62,2022-10-16 06:42:26,483346
163,3732132,The Mortgage Works,Remortgage,5 year fixed,fixed,25,6.19,6.7,6.74,110.0,61,2022-10-16 06:42:26,483347
164,3743140,Birmingham Midshires,Remortgage,5 year fixed,fixed,25,6.21,6.6,6.59,0.0,62,2022-10-16 06:42:26,483348
165,3732136,The Mortgage Works,Remortgage,2 year fixed,fixed,25,6.24,7.0,6.74,2105.0,25,2022-10-16 06:42:26,483349
166,3754263,Vida Homeloans,Remortgage,2 year variable,variable,25,6.24,7.0,6.64,2695.0,24,2022-10-16 06:42:26,483350
167,3621687,Bank of China,Remortgage,Lifetime tracker,tracker,25,6.24,6.6,,2265.0,300,2022-10-16 06:42:26,483351
168,3744762,Coventry Building Society,Remortgage,5 year fixed,fixed,25,6.25,5.7,4.89,8.0,66,2022-10-16 06:42:26,483352
169,3747845,Nottingham Building Society,Remortgage,5 year fixed,fixed,25,6.25,6.8,6.54,2024.0,61,2022-10-16 06:42:26,483353
170,1000721858,Nottingham Building Society,Remortgage,5 year fixed,fixed,25,6.25,7.0,6.54,5024.0,62,2022-10-16 06:42:26,483354
171,3743128,Birmingham Midshires,Remortgage,5 year fixed,fixed,25,6.26,6.6,6.59,0.0,62,2022-10-16 06:42:26,483355
172,3757380,Virgin Money,Remortgage,2 year fixed,fixed,25,6.29,6.5,6.19,1025.0,27,2022-10-16 06:42:26,483356
173,3732117,The Mortgage Works,Remortgage,2 year fixed,fixed,25,6.29,7.0,6.74,1385.0,25,2022-10-16 06:42:26,483357
174,3745337,NatWest,Remortgage,2 year fixed,fixed,25,6.3,5.4,4.99,30.0,28,2022-10-16 06:42:26,483358
175,3746135,RBS,Remortgage,2 year fixed,fixed,25,6.3,5.4,4.99,30.0,28,2022-10-16 06:42:26,483359
176,1000720949,Clydesdale Bank,Remortgage,2 year fixed,fixed,25,6.31,6.9,6.6,2234.0,26,2022-10-16 06:42:26,483360
177,3747651,Accord Mortgages,Remortgage,2 year fixed,fixed,25,6.36,5.9,5.39,1585.0,28,2022-10-16 06:42:26,483361
178,3754696,Santander,Remortgage,2 year fixed,fixed,25,6.39,5.8,5.5,225.0,26,2022-10-16 06:42:26,483362
179,3732137,The Mortgage Works,Remortgage,2 year fixed,fixed,25,6.39,7.0,6.74,1105.0,25,2022-10-16 06:42:26,483363
180,1000720904,Clydesdale Bank,Remortgage,5 year fixed,fixed,25,6.39,6.8,6.6,1234.0,62,2022-10-16 06:42:26,483364
181,1000720955,Yorkshire Bank,Remortgage,5 year fixed,fixed,25,6.39,6.8,6.6,1234.0,62,2022-10-16 06:42:26,483365
182,3755725,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.39,7.3,7.25,2960.0,62,2022-10-16 06:42:26,483366
183,1000720907,Clydesdale Bank,Remortgage,2 year fixed,fixed,25,6.4,6.8,6.6,1234.0,26,2022-10-16 06:42:26,483367
184,1000720938,Yorkshire Bank,Remortgage,2 year fixed,fixed,25,6.4,6.8,6.6,1234.0,26,2022-10-16 06:42:26,483368
185,1000721857,Nottingham Building Society,Remortgage,2 year fixed,fixed,25,6.4,7.1,6.54,4999.0,26,2022-10-16 06:42:26,483369
186,3747648,Accord Mortgages,Remortgage,2 year fixed,fixed,25,6.43,5.8,5.39,1085.0,28,2022-10-16 06:42:26,483370
187,3755721,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.49,7.3,7.25,2960.0,62,2022-10-16 06:42:26,483371
188,1000721856,Nottingham Building Society,Remortgage,5 year fixed,fixed,25,6.5,7.1,6.54,4999.0,61,2022-10-16 06:42:26,483372
189,3755744,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.53,7.6,7.5,3560.0,62,2022-10-16 06:42:26,483373
190,3755723,Fleet Mortgages,Remortgage,7 year fixed,fixed,25,6.53,7.3,7.25,3335.0,86,2022-10-16 06:42:26,483374
191,3732126,The Mortgage Works,Remortgage,2 year fixed,fixed,25,6.54,7.0,6.74,1105.0,25,2022-10-16 06:42:26,483375
192,3755742,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.63,7.6,7.5,3560.0,62,2022-10-16 06:42:26,483376
193,3755743,Fleet Mortgages,Remortgage,7 year fixed,fixed,25,6.63,7.5,7.5,4310.0,86,2022-10-16 06:42:26,483377
194,3746045,TSB,Remortgage,2 year fixed,fixed,25,6.64,6.8,6.59,0.0,26,2022-10-16 06:42:26,483378
195,3743136,Birmingham Midshires,Remortgage,2 year fixed,fixed,25,6.7,6.8,6.59,0.0,26,2022-10-16 06:42:26,483379
196,1000720903,Clydesdale Bank,Remortgage,5 year fixed,fixed,25,6.7,6.9,6.6,1234.0,62,2022-10-16 06:42:26,483380
197,1000720950,Yorkshire Bank,Remortgage,5 year fixed,fixed,25,6.7,6.9,6.6,1234.0,62,2022-10-16 06:42:26,483381
198,3755722,Fleet Mortgages,Remortgage,5 year fixed,fixed,25,6.73,7.5,7.25,3335.0,62,2022-10-16 06:42:26,483382
199,3743124,Birmingham Midshires,Remortgage,2 year fixed,fixed,25,6.75,6.8,6.59,0.0,26,2022-10-16 06:42:26,483383
200,1000720906,Clydesdale Bank,Remortgage,2 year fixed,fixed,25,6.8,6.9,6.6,1234.0,26,2022-10-16 06:42:26,483384
