index,SKU,BANK_NAME,MTG_PRODUCT_SUBTITLE,MTG_PRODUCT_TYPE_RAW,MTG_PRODUCT_TYPE,MTG_PRODUCT_YEARS,MTG_INITIAL_RATE_PCT,MTG_APR_PCT,MTG_REVERT_RATE,MTG_FEES_TOTAL,MTG_INITIAL_RATE_MONTHS,SCAN_DATE,TID
1017,3754618,Platform,Home Purchase,5 year fixed,fixed,25,5.86,5.9,5.49,1049.0,63,2022-10-16 06:42:26,484201
1018,3755058,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.88,5.8,5.49,1213.0,63,2022-10-16 06:42:26,484202
1019,3747467,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.89,5.9,5.59,210.0,62,2022-10-16 06:42:26,484203
1020,3745418,NatWest,Home Purchase,5 year fixed,fixed,25,5.89,5.5,4.99,30.0,64,2022-10-16 06:42:26,484204
1021,3746193,RBS,Home Purchase,5 year fixed,fixed,25,5.89,5.5,4.99,30.0,64,2022-10-16 06:42:26,484205
1022,3747776,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.89,6.2,5.99,1233.0,62,2022-10-16 06:42:26,484206
1023,3747486,Coventry Building Society,Home Purchase,5 year fixed,fixed,25,5.9,5.5,4.89,8.0,66,2022-10-16 06:42:26,484207
1024,3754917,Platform,Home Purchase,5 year fixed,fixed,25,5.91,5.9,5.49,1049.0,63,2022-10-16 06:42:26,484208
1025,3747536,Barclays,Home Purchase,2 year fixed,fixed,25,5.92,5.9,5.74,115.0,25,2022-10-16 06:42:26,484209
1026,3735358,Nationwide Building Society,Home Purchase,2 year fixed,fixed,25,5.94,6.0,5.74,999.0,24,2022-10-16 06:42:26,484210
1027,3735383,Nationwide Building Society,Home Purchase,3 year fixed,fixed,25,5.94,6.0,5.74,999.0,36,2022-10-16 06:42:26,484211
1028,3742438,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.94,5.9,5.59,210.0,62,2022-10-16 06:42:26,484212
1029,3747537,Barclays,Home Purchase,5 year fixed,fixed,25,5.94,6.0,5.74,115.0,61,2022-10-16 06:42:26,484213
1030,3755146,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.98,5.8,5.49,1213.0,63,2022-10-16 06:42:26,484214
1031,3747489,Coventry Building Society,Home Purchase,5 year fixed,fixed,25,5.99,5.5,4.89,8.0,66,2022-10-16 06:42:26,484215
1032,3730513,HSBC,Home Purchase,5 year fixed,fixed,25,5.99,5.6,5.04,17.0,65,2022-10-16 06:42:26,484216
1033,3747770,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.99,6.2,5.99,234.0,62,2022-10-16 06:42:26,484217
1034,3744079,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,5.99,6.2,5.99,235.0,62,2022-10-16 06:42:26,484218
1035,3744757,Skipton Building Society,Home Purchase,5 year fixed,fixed,25,5.99,5.6,4.89,1110.0,63,2022-10-16 06:42:26,484219
1036,3730506,HSBC,Home Purchase,2 year fixed,fixed,25,6.04,5.5,5.04,1016.0,29,2022-10-16 06:42:26,484220
1037,3746340,Principality Building Society,Home Purchase,2 year fixed,fixed,25,6.05,5.4,4.65,968.0,28,2022-10-16 06:42:26,484221
1038,3745351,NatWest,Home Purchase,5 year fixed,fixed,25,6.05,5.6,4.99,30.0,64,2022-10-16 06:42:26,484222
1039,3746149,RBS,Home Purchase,5 year fixed,fixed,25,6.05,5.6,4.99,30.0,64,2022-10-16 06:42:26,484223
1040,3754622,Platform,Home Purchase,5 year fixed,fixed,25,6.06,6.0,5.49,1549.0,63,2022-10-16 06:42:26,484224
1041,3749287,Leeds Building Society,Home Purchase,2 year fixed,fixed,25,6.09,5.9,4.74,1233.0,26,2022-10-16 06:42:26,484225
1042,3755056,Virgin Money,Home Purchase,2 year fixed,fixed,25,6.09,5.7,5.49,1213.0,27,2022-10-16 06:42:26,484226
1043,3742498,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,6.09,6.0,5.59,210.0,62,2022-10-16 06:42:26,484227
1044,3755059,Virgin Money,Home Purchase,5 year fixed,fixed,25,6.09,5.8,5.49,218.0,63,2022-10-16 06:42:26,484228
1045,3747843,Nottingham Building Society,Home Purchase,5 year fixed,fixed,25,6.1,5.7,4.99,1024.0,62,2022-10-16 06:42:26,484229
1046,3746342,Principality Building Society,Home Purchase,5 year fixed,fixed,25,6.1,5.8,5.15,1468.0,64,2022-10-16 06:42:26,484230
1047,3754623,Platform,Home Purchase,5 year fixed,fixed,25,6.11,6.0,5.49,1049.0,63,2022-10-16 06:42:26,484231
1048,3747470,Bank of Ireland UK,Home Purchase,2 year fixed,fixed,25,6.14,5.9,5.59,520.0,26,2022-10-16 06:42:26,484232
1049,3745407,NatWest,Home Purchase,2 year fixed,fixed,25,6.14,5.4,4.99,1025.0,28,2022-10-16 06:42:26,484233
1050,3746182,RBS,Home Purchase,2 year fixed,fixed,25,6.14,5.4,4.99,1025.0,28,2022-10-16 06:42:26,484234
1051,3754621,Platform,Home Purchase,5 year fixed,fixed,25,6.14,5.9,5.49,50.0,63,2022-10-16 06:42:26,484235
1052,1000720499,Santander,Home Purchase,5 year fixed,fixed,25,6.14,6.0,5.5,1034.0,62,2022-10-16 06:42:26,484236
1053,3755145,Virgin Money,Home Purchase,2 year fixed,fixed,25,6.15,5.8,5.49,1213.0,27,2022-10-16 06:42:26,484237
1054,3745006,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,6.15,6.3,5.99,1397.0,62,2022-10-16 06:42:26,484238
1055,3745043,Yorkshire Bank,Home Purchase,5 year fixed,fixed,25,6.15,6.3,5.99,1397.0,62,2022-10-16 06:42:26,484239
1056,3747664,Loughborough Building Society,Home Purchase,2 year fixed,fixed,25,6.19,6.1,5.89,115.0,24,2022-10-16 06:42:26,484240
1057,3754919,Platform,Home Purchase,5 year fixed,fixed,25,6.19,6.0,5.49,50.0,63,2022-10-16 06:42:26,484241
1058,3742499,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,6.19,6.0,5.59,210.0,62,2022-10-16 06:42:26,484242
1059,3744078,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,6.19,6.3,5.99,235.0,62,2022-10-16 06:42:26,484243
1060,3735454,Nationwide Building Society,Home Purchase,2 year fixed,fixed,25,6.24,6.0,5.74,0.0,24,2022-10-16 06:42:26,484244
1061,3730499,HSBC,Home Purchase,2 year fixed,fixed,25,6.24,5.4,5.04,17.0,29,2022-10-16 06:42:26,484245
1062,1000720392,Santander,Home Purchase,2 year fixed,fixed,25,6.24,5.9,5.5,1034.0,26,2022-10-16 06:42:26,484246
1063,3735479,Nationwide Building Society,Home Purchase,3 year fixed,fixed,25,6.24,6.0,5.74,0.0,36,2022-10-16 06:42:26,484247
1064,3747840,Nottingham Building Society,Home Purchase,2 year fixed,fixed,25,6.25,5.4,4.99,1024.0,26,2022-10-16 06:42:26,484248
1065,3745003,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,6.26,6.3,5.99,235.0,62,2022-10-16 06:42:26,484249
1066,3745040,Yorkshire Bank,Home Purchase,5 year fixed,fixed,25,6.26,6.3,5.99,235.0,62,2022-10-16 06:42:26,484250
1067,3745011,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,6.28,6.4,5.99,1397.0,62,2022-10-16 06:42:26,484251
1068,3745048,Yorkshire Bank,Home Purchase,5 year fixed,fixed,25,6.28,6.4,5.99,1397.0,62,2022-10-16 06:42:26,484252
1069,3747466,Bank of Ireland UK,Home Purchase,2 year fixed,fixed,25,6.29,5.9,5.59,210.0,26,2022-10-16 06:42:26,484253
1070,3745408,NatWest,Home Purchase,2 year fixed,fixed,25,6.34,5.4,4.99,30.0,28,2022-10-16 06:42:26,484254
1071,3746183,RBS,Home Purchase,2 year fixed,fixed,25,6.34,5.4,4.99,30.0,28,2022-10-16 06:42:26,484255
1072,3755065,Virgin Money,Home Purchase,5 year fixed,fixed,25,6.34,6.0,5.49,218.0,63,2022-10-16 06:42:26,484256
1073,3748503,Skipton Building Society,Home Purchase,5 year fixed,fixed,25,6.34,5.7,4.89,610.0,63,2022-10-16 06:42:26,484257
1074,3755057,Virgin Money,Home Purchase,2 year fixed,fixed,25,6.39,5.7,5.49,218.0,27,2022-10-16 06:42:26,484258
1075,3754624,Platform,Home Purchase,5 year fixed,fixed,25,6.39,6.1,5.49,50.0,63,2022-10-16 06:42:26,484259
1076,3742440,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,6.39,6.1,5.59,210.0,62,2022-10-16 06:42:26,484260
1077,1000720400,Santander,Home Purchase,5 year fixed,fixed,25,6.39,6.1,5.5,35.0,62,2022-10-16 06:42:26,484261
1078,3746341,Principality Building Society,Home Purchase,2 year fixed,fixed,25,6.4,5.4,4.65,73.0,28,2022-10-16 06:42:26,484262
1079,1000720409,Santander,Home Purchase,2 year fixed,fixed,25,6.44,5.8,5.5,35.0,26,2022-10-16 06:42:26,484263
1080,3749289,Leeds Building Society,Home Purchase,2 year fixed,fixed,25,6.44,6.0,4.74,234.0,26,2022-10-16 06:42:26,484264
1081,3744077,Clydesdale Bank,Home Purchase,2 year fixed,fixed,25,6.44,6.3,5.99,235.0,26,2022-10-16 06:42:26,484265
1082,3745004,Clydesdale Bank,Home Purchase,2 year fixed,fixed,25,6.46,6.4,5.99,1397.0,26,2022-10-16 06:42:26,484266
1083,3745041,Yorkshire Bank,Home Purchase,2 year fixed,fixed,25,6.46,6.4,5.99,1397.0,26,2022-10-16 06:42:26,484267
1084,3747471,Bank of Ireland UK,Home Purchase,2 year fixed,fixed,25,6.49,6.0,5.59,520.0,26,2022-10-16 06:42:26,484268
1085,3748530,Skipton Building Society,Home Purchase,2 year fixed,fixed,25,6.49,5.4,4.89,1110.0,27,2022-10-16 06:42:26,484269
1086,3746076,TSB,Home Purchase,5 year fixed,fixed,25,6.49,6.2,5.74,0.0,61,2022-10-16 06:42:26,484270
1087,3747529,Barclays,Home Purchase,5 year fixed,fixed,25,6.49,6.3,5.74,1114.0,61,2022-10-16 06:42:26,484271
1088,3745350,NatWest,Home Purchase,2 year fixed,fixed,25,6.5,5.5,4.99,30.0,28,2022-10-16 06:42:26,484272
1089,3746148,RBS,Home Purchase,2 year fixed,fixed,25,6.5,5.5,4.99,30.0,28,2022-10-16 06:42:26,484273
1090,3748510,Principality Building Society,Home Purchase,3 year fixed,fixed,25,6.5,5.6,4.65,73.0,40,2022-10-16 06:42:26,484274
1091,3730874,Nottingham Building Society,Home Purchase,2 year fixed,fixed,25,6.51,5.5,4.99,524.0,25,2022-10-16 06:42:26,484275
1092,3742497,Bank of Ireland UK,Home Purchase,2 year fixed,fixed,25,6.54,5.9,5.59,210.0,26,2022-10-16 06:42:26,484276
1093,3746343,Principality Building Society,Home Purchase,5 year fixed,fixed,25,6.55,5.9,5.15,73.0,64,2022-10-16 06:42:26,484277
1094,1000722778,Santander,Home Purchase,5 year fixed,fixed,25,6.59,6.2,5.5,35.0,62,2022-10-16 06:42:26,484278
1095,3748531,Skipton Building Society,Home Purchase,2 year fixed,fixed,25,6.61,5.4,4.89,610.0,27,2022-10-16 06:42:26,484279
1096,3730500,HSBC,Home Purchase,2 year fixed,fixed,25,6.64,5.5,5.04,17.0,29,2022-10-16 06:42:26,484280
1097,1000722569,Santander,Home Purchase,2 year fixed,fixed,25,6.64,5.9,5.5,35.0,26,2022-10-16 06:42:26,484281
1098,3745002,Clydesdale Bank,Home Purchase,2 year fixed,fixed,25,6.64,6.3,5.99,235.0,26,2022-10-16 06:42:26,484282
1099,3745039,Yorkshire Bank,Home Purchase,2 year fixed,fixed,25,6.64,6.3,5.99,235.0,26,2022-10-16 06:42:26,484283
1100,3755158,Virgin Money,Home Purchase,5 year fixed,fixed,25,6.64,6.1,5.49,218.0,63,2022-10-16 06:42:26,484284
1101,3730876,Nottingham Building Society,Home Purchase,5 year fixed,fixed,25,6.68,5.9,4.99,524.0,61,2022-10-16 06:42:26,484285
1102,3745010,Clydesdale Bank,Home Purchase,2 year fixed,fixed,25,6.69,6.4,5.99,1397.0,26,2022-10-16 06:42:26,484286
1103,3745047,Yorkshire Bank,Home Purchase,2 year fixed,fixed,25,6.69,6.4,5.99,1397.0,26,2022-10-16 06:42:26,484287
1104,3755064,Virgin Money,Home Purchase,10 year fixed,fixed,25,6.74,6.6,5.49,218.0,123,2022-10-16 06:42:26,484288
1105,3746071,TSB,Home Purchase,2 year fixed,fixed,25,6.79,6.1,5.74,0.0,25,2022-10-16 06:42:26,484289
1106,3745009,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,6.89,6.6,5.99,398.0,62,2022-10-16 06:42:26,484290
1107,3745046,Yorkshire Bank,Home Purchase,5 year fixed,fixed,25,6.89,6.6,5.99,398.0,62,2022-10-16 06:42:26,484291
1108,3755157,Virgin Money,Home Purchase,2 year fixed,fixed,25,6.94,5.9,5.49,218.0,27,2022-10-16 06:42:26,484292
1109,3745008,Clydesdale Bank,Home Purchase,2 year fixed,fixed,25,6.99,6.4,5.99,398.0,26,2022-10-16 06:42:26,484293
1110,3745045,Yorkshire Bank,Home Purchase,2 year fixed,fixed,25,6.99,6.4,5.99,398.0,26,2022-10-16 06:42:26,484294
1111,3746841,Foundation Home Loans,Home Purchase,2 year fixed,fixed,25,7.79,7.6,7.24,345.0,24,2022-10-16 06:42:26,484295
1112,3746835,Foundation Home Loans,Home Purchase,2 year fixed,fixed,25,7.84,7.7,7.24,630.0,24,2022-10-16 06:42:26,484296
1113,3746845,Foundation Home Loans,Home Purchase,5 year fixed,fixed,25,7.84,7.8,7.24,345.0,60,2022-10-16 06:42:26,484297
1114,3746849,Foundation Home Loans,Home Purchase,5 year fixed,fixed,25,7.89,7.8,7.24,630.0,60,2022-10-16 06:42:26,484298
1115,3746838,Foundation Home Loans,Home Purchase,2 year fixed,fixed,25,7.99,7.7,7.24,220.0,24,2022-10-16 06:42:26,484299
1116,3746852,Foundation Home Loans,Home Purchase,5 year fixed,fixed,25,8.04,7.9,7.24,220.0,60,2022-10-16 06:42:26,484300
1117,3739281,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,8.79,8.0,7.25,1647.0,24,2022-10-16 06:42:26,484301
1118,3739549,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,8.84,8.0,7.25,1647.0,24,2022-10-16 06:42:26,484302
1119,3747696,Aldermore Bank,Home Purchase,2 year fixed,fixed,25,8.88,8.0,7.23,1399.0,24,2022-10-16 06:42:26,484303
1120,3739472,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,8.89,8.0,7.25,1647.0,24,2022-10-16 06:42:26,484304
1121,3739212,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,9.09,8.0,7.25,1647.0,24,2022-10-16 06:42:26,484305
1122,3739282,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,9.19,7.9,7.25,108.0,24,2022-10-16 06:42:26,484306
1123,3739285,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.19,8.6,7.25,1647.0,60,2022-10-16 06:42:26,484307
1124,3739551,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.24,8.6,7.25,1647.0,60,2022-10-16 06:42:26,484308
1125,3747698,Aldermore Bank,Home Purchase,5 year fixed,fixed,25,9.28,8.6,7.23,1399.0,60,2022-10-16 06:42:26,484309
1126,3739526,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,9.29,8.0,7.25,108.0,24,2022-10-16 06:42:26,484310
1127,3739476,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.29,8.7,7.25,1647.0,60,2022-10-16 06:42:26,484311
1128,3739213,Kensington Mortgages,Home Purchase,2 year fixed,fixed,25,9.39,8.0,7.25,108.0,24,2022-10-16 06:42:26,484312
1129,3739483,Kensington Mortgages,Home Purchase,10 year fixed,fixed,25,9.39,9.5,7.25,2347.0,120,2022-10-16 06:42:26,484313
1130,3739286,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.59,8.7,7.25,108.0,60,2022-10-16 06:42:26,484314
1131,3739527,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.69,8.7,7.25,108.0,60,2022-10-16 06:42:26,484315
1132,3739217,Kensington Mortgages,Home Purchase,5 year fixed,fixed,25,9.89,8.8,7.25,108.0,60,2022-10-16 06:42:26,484316
1133,3726548,Loughborough Building Society,Home Purchase,2 year discounted,discounted,25,3.09,5.6,5.89,1114.0,24,2022-10-16 06:42:26,484317
1134,3742379,Chorley & District Building Society,Home Purchase,2 year discounted,discounted,25,3.14,6.1,6.49,874.0,24,2022-10-16 06:42:26,484318
1135,3712065,Bath Building Society,Home Purchase,2 year discounted,discounted,25,3.14,5.9,6.29,1354.0,24,2022-10-16 06:42:26,484319
1136,3742409,Family Building Society,Home Purchase,3 year discounted,discounted,25,3.19,5.1,5.54,874.0,36,2022-10-16 06:42:26,484320
1137,3742383,Chorley & District Building Society,Home Purchase,2 year discounted,discounted,25,3.24,6.1,6.49,1400.0,24,2022-10-16 06:42:26,484321
1138,3694796,Loughborough Building Society,Home Purchase,3 year discounted,discounted,25,3.29,5.3,5.89,115.0,36,2022-10-16 06:42:26,484322
1139,3742375,Chorley & District Building Society,Home Purchase,5 year discounted,discounted,25,3.3,5.4,6.49,1400.0,60,2022-10-16 06:42:26,484323
1140,3742378,Chorley & District Building Society,Home Purchase,2 year discounted,discounted,25,3.34,6.1,6.49,874.0,24,2022-10-16 06:42:26,484324
1141,3691909,Loughborough Building Society,Home Purchase,3 year discounted,discounted,25,3.49,5.4,5.89,814.0,36,2022-10-16 06:42:26,484325
1142,3582129,Nationwide Building Society,Home Purchase,2 year tracker,tracker,25,3.54,5.5,5.74,999.0,24,2022-10-16 06:42:26,484326
1143,3590007,HSBC,Home Purchase,2 year tracker,tracker,25,3.59,4.9,5.04,1016.0,24,2022-10-16 06:42:26,484327
1144,3725840,The Mansfield Building Society,Home Purchase,2 year discounted,discounted,25,3.63,6.2,6.59,674.0,24,2022-10-16 06:42:26,484328
1145,3754711,Platform,Home Purchase,2 year tracker,tracker,25,3.64,5.3,5.49,1049.0,24,2022-10-16 06:42:26,484329
1146,3590008,HSBC,Home Purchase,2 year tracker,tracker,25,3.64,5.0,5.04,1016.0,24,2022-10-16 06:42:26,484330
1147,3669032,Monmouthshire Building Society,Home Purchase,2 year discounted,discounted,25,3.65,6.2,6.49,1390.0,24,2022-10-16 06:42:26,484331
1148,3582250,Nationwide Building Society,Home Purchase,2 year tracker,tracker,25,3.89,5.5,5.74,0.0,24,2022-10-16 06:42:26,484332
1149,3754712,Platform,Home Purchase,2 year tracker,tracker,25,3.89,5.4,5.49,1049.0,24,2022-10-16 06:42:26,484333
1150,3742398,Chorley & District Building Society,Home Purchase,2 year discounted,discounted,25,3.94,6.2,6.49,275.0,24,2022-10-16 06:42:26,484334
1151,3451026,Beverley Building Society,Home Purchase,2 year discounted,discounted,25,3.94,5.6,5.74,1465.0,24,2022-10-16 06:42:26,484335
1152,3739531,Leek United Building Society,Home Purchase,2 year discounted,discounted,25,4.05,6.1,6.39,105.0,24,2022-10-16 06:42:26,484336
1153,3480281,The Mansfield Building Society,Home Purchase,2 year discounted,discounted,25,4.08,6.4,6.59,1567.0,24,2022-10-16 06:42:26,484337
1154,3744070,Buckinghamshire Building Society,Home Purchase,3 year discounted,discounted,25,4.09,6.0,6.39,1309.0,36,2022-10-16 06:42:26,484338
1155,3187130,The Mansfield Building Society,Home Purchase,3 year discounted,discounted,25,4.29,6.1,6.59,568.0,36,2022-10-16 06:42:26,484339
1156,3744065,Buckinghamshire Building Society,Home Purchase,3 year discounted,discounted,25,4.29,6.1,6.39,1309.0,36,2022-10-16 06:42:26,484340
1157,3557659,Teachers Building Society,Home Purchase,2 year discounted,discounted,25,4.39,6.4,6.69,110.0,24,2022-10-16 06:42:26,484341
1158,3690470,Ecology Building Society,Home Purchase,Lifetime variable,variable,25,4.49,4.6,,840.0,300,2022-10-16 06:42:26,484342
1159,3557655,Teachers Building Society,Home Purchase,2 year discounted,discounted,25,4.69,6.5,6.69,110.0,24,2022-10-16 06:42:26,484343
1160,3730817,Foundation Home Loans,Home Purchase,2 year discounted,discounted,25,4.94,7.1,7.24,1840.0,24,2022-10-16 06:42:26,484344
1161,3730809,Foundation Home Loans,Home Purchase,2 year discounted,discounted,25,4.99,7.1,7.24,1840.0,24,2022-10-16 06:42:26,484345
1162,3690475,Ecology Building Society,Home Purchase,Lifetime variable,variable,25,4.99,5.1,,540.0,300,2022-10-16 06:42:26,484346
1163,3730846,Foundation Home Loans,Home Purchase,2 year discounted,discounted,25,5.04,7.1,7.24,1340.0,24,2022-10-16 06:42:26,484347
1164,3735430,Nationwide Building Society,Home Purchase,10 year fixed,fixed,25,5.09,5.5,5.74,999.0,120,2022-10-16 06:42:26,484348
1165,3730833,Foundation Home Loans,Home Purchase,2 year discounted,discounted,25,5.19,7.2,7.24,1840.0,24,2022-10-16 06:42:26,484349
1166,3730837,Foundation Home Loans,Home Purchase,2 year discounted,discounted,25,5.24,7.1,7.24,1340.0,24,2022-10-16 06:42:26,484350
1167,3424525,Teachers Building Society,Home Purchase,2 year discounted,discounted,25,5.3,6.6,6.69,100.0,24,2022-10-16 06:42:26,484351
1168,3735526,Nationwide Building Society,Home Purchase,10 year fixed,fixed,25,5.34,5.6,5.74,0.0,120,2022-10-16 06:42:26,484352
1169,3735407,Nationwide Building Society,Home Purchase,5 year fixed,fixed,25,5.39,5.8,5.74,999.0,60,2022-10-16 06:42:26,484353
1170,3745453,NatWest,Home Purchase,5 year fixed,fixed,25,5.59,5.5,4.99,1025.0,64,2022-10-16 06:42:26,484354
1171,3746228,RBS,Home Purchase,5 year fixed,fixed,25,5.59,5.5,4.99,1025.0,64,2022-10-16 06:42:26,484355
1172,3748821,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.62,6.0,5.99,234.0,62,2022-10-16 06:42:26,484356
1173,3755256,HSBC,Home Purchase,5 year fixed,fixed,25,5.63,5.5,5.04,1016.0,65,2022-10-16 06:42:26,484357
1174,3747468,Bank of Ireland UK,Home Purchase,2 year fixed,fixed,25,5.64,5.8,5.59,1515.0,26,2022-10-16 06:42:26,484358
1175,3754253,Vida Homeloans,Home Purchase,2 year variable,variable,25,5.64,6.6,6.44,1440.0,24,2022-10-16 06:42:26,484359
1176,3735503,Nationwide Building Society,Home Purchase,5 year fixed,fixed,25,5.64,5.8,5.74,0.0,60,2022-10-16 06:42:26,484360
1177,3745415,NatWest,Home Purchase,5 year fixed,fixed,25,5.64,5.5,4.99,1025.0,64,2022-10-16 06:42:26,484361
1178,3746190,RBS,Home Purchase,5 year fixed,fixed,25,5.64,5.5,4.99,1025.0,64,2022-10-16 06:42:26,484362
1179,3755107,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.64,5.7,5.49,1213.0,63,2022-10-16 06:42:26,484363
1180,1000716526,Santander,Home Purchase,2 year tracker,tracker,25,5.69,5.7,5.5,35.0,24,2022-10-16 06:42:26,484364
1181,3755257,HSBC,Home Purchase,5 year fixed,fixed,25,5.69,5.5,5.04,1016.0,65,2022-10-16 06:42:26,484365
1182,3755049,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.69,5.7,5.49,1213.0,63,2022-10-16 06:42:26,484366
1183,3746830,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.7,6.0,5.99,234.0,62,2022-10-16 06:42:26,484367
1184,3754614,Platform,Home Purchase,5 year fixed,fixed,25,5.71,5.8,5.49,1549.0,63,2022-10-16 06:42:26,484368
1185,1000716501,Santander,Home Purchase,2 year tracker,tracker,25,5.74,5.7,5.5,35.0,24,2022-10-16 06:42:26,484369
1186,3747465,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.74,5.9,5.59,1205.0,62,2022-10-16 06:42:26,484370
1187,3195827,Darlington Building Society,Home Purchase,Lifetime variable,variable,25,5.74,5.9,,405.0,300,2022-10-16 06:42:26,484371
1188,3754617,Platform,Home Purchase,5 year fixed,fixed,25,5.76,5.8,5.49,1049.0,63,2022-10-16 06:42:26,484372
1189,3754254,Vida Homeloans,Home Purchase,2 year variable,variable,25,5.79,6.6,6.44,1440.0,24,2022-10-16 06:42:26,484373
1190,3755253,HSBC,Home Purchase,5 year fixed,fixed,25,5.79,5.5,5.04,17.0,65,2022-10-16 06:42:26,484374
1191,3747774,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.79,6.1,5.99,1233.0,62,2022-10-16 06:42:26,484375
1192,3747484,Coventry Building Society,Home Purchase,5 year fixed,fixed,25,5.8,5.4,4.89,8.0,66,2022-10-16 06:42:26,484376
1193,3754916,Platform,Home Purchase,5 year fixed,fixed,25,5.81,5.9,5.49,1049.0,63,2022-10-16 06:42:26,484377
1194,3742437,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.84,5.9,5.59,210.0,62,2022-10-16 06:42:26,484378
1195,3755254,HSBC,Home Purchase,5 year fixed,fixed,25,5.84,5.5,5.04,17.0,65,2022-10-16 06:42:26,484379
1196,3754618,Platform,Home Purchase,5 year fixed,fixed,25,5.86,5.9,5.49,1049.0,63,2022-10-16 06:42:26,484380
1197,3755058,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.88,5.8,5.49,1213.0,63,2022-10-16 06:42:26,484381
1198,3735357,Nationwide Building Society,Home Purchase,2 year fixed,fixed,25,5.89,6.0,5.74,999.0,24,2022-10-16 06:42:26,484382
1199,3735382,Nationwide Building Society,Home Purchase,3 year fixed,fixed,25,5.89,6.0,5.74,999.0,36,2022-10-16 06:42:26,484383
1200,3747467,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.89,5.9,5.59,210.0,62,2022-10-16 06:42:26,484384
1201,3745416,NatWest,Home Purchase,5 year fixed,fixed,25,5.89,5.5,4.99,30.0,64,2022-10-16 06:42:26,484385
1202,3746191,RBS,Home Purchase,5 year fixed,fixed,25,5.89,5.5,4.99,30.0,64,2022-10-16 06:42:26,484386
1203,3744115,Clydesdale Bank,Home Purchase,5 year fixed,fixed,25,5.89,6.1,5.99,398.0,62,2022-10-16 06:42:26,484387
1204,3747776,Leeds Building Society,Home Purchase,5 year fixed,fixed,25,5.89,6.2,5.99,1233.0,62,2022-10-16 06:42:26,484388
1205,3747486,Coventry Building Society,Home Purchase,5 year fixed,fixed,25,5.9,5.5,4.89,8.0,66,2022-10-16 06:42:26,484389
1206,3754917,Platform,Home Purchase,5 year fixed,fixed,25,5.91,5.9,5.49,1049.0,63,2022-10-16 06:42:26,484390
1207,3747536,Barclays,Home Purchase,2 year fixed,fixed,25,5.92,5.9,5.74,115.0,25,2022-10-16 06:42:26,484391
1208,3754255,Vida Homeloans,Home Purchase,2 year variable,variable,25,5.94,6.6,6.44,1440.0,24,2022-10-16 06:42:26,484392
1209,3742438,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.94,5.9,5.59,210.0,62,2022-10-16 06:42:26,484393
1210,3747537,Barclays,Home Purchase,5 year fixed,fixed,25,5.94,6.0,5.74,115.0,61,2022-10-16 06:42:26,484394
1211,3748516,Principality Building Society,Home Purchase,2 year fixed,fixed,25,5.95,5.4,4.65,968.0,28,2022-10-16 06:42:26,484395
1212,3754648,Yorkshire Building Society,Home Purchase,5 year fixed,fixed,25,5.96,5.9,5.39,1495.0,64,2022-10-16 06:42:26,484396
1213,3742496,Bank of Ireland UK,Home Purchase,5 year fixed,fixed,25,5.96,6.0,5.59,1705.0,62,2022-10-16 06:42:26,484397
1214,3755146,Virgin Money,Home Purchase,5 year fixed,fixed,25,5.98,5.8,5.49,1213.0,63,2022-10-16 06:42:26,484398
